Unnamed: 0,Program,Genre,Number of viewers,Audience share (%),Start time,Broadcasting date
,Hiraf,Capsule,4191,28.0,10:33:29,2021-03-26
,Konoz mina sahrae,Culturel,2842,24.0,15:14:07,2022-08-25
,Sahil aljanoubi,Culturel,3383,22.0,15:32:09,2021-03-16
,Maa Nass,Politique,1625,17.0,10:44:08,2022-02-21
,Mina alassima,Politique,6159,38.0,04:44:34,2022-08-06
,Aljamal bima hamal,Culturel,6351,34.0,16:29:01,2022-07-04
,samar albidan,Music,5954,24.0,13:11:43,2022-04-19
,Assrisser Dahbo,Series,4390,19.0,16:24:06,2023-03-08
,Makam mina tarab hassani,Music,1614,13.0,07:34:35,2022-11-13
,layali lafrig,Culturel,2492,18.0,12:35:44,2021-10-03
,bissmilahi lahi namdeh,Culturel,7445,39.0,13:49:11,2022-12-16
,alfich,Culturel,7954,38.0,05:41:51,2023-01-01
,sibak kawafi,Culturel,4367,22.0,08:18:46,2022-07-17
,Quiz Quran,Religieux,7265,16.0,20:40:05,2022-02-06
,Maa Naha,Culturel,4649,10.0,17:24:15,2022-08-17
,Mahattat,documentaires,7924,36.0,19:28:35,2022-03-23
,Aljamal bima hamal,Culturel,1864,27.0,18:13:08,2021-09-25
,samar albidan,Music,4361,33.0,20:25:47,2022-02-26
,Assrisser Dahbo,Series,3804,21.0,05:38:39,2021-12-03
,Makam mina tarab hassani,Music,8583,37.0,02:25:52,2021-03-18
,layali lafrig,Culturel,1497,17.0,20:26:39,2023-03-01
,bissmilahi lahi namdeh,Culturel,7908,29.0,13:44:07,2023-02-10
,Amnir,documentaires,2257,14.0,15:13:39,2021-05-16
,sibak kawafi,Culturel,9211,34.0,09:47:28,2022-09-20
,Quiz Quran,Religieux,6182,27.0,17:55:49,2022-02-14
,Maa Naha,Culturel,7277,19.0,02:33:44,2022-09-06
,Hiraf,Capsule,5957,33.0,06:13:44,2021-12-12
,Midadou chouaara,Culturel,8620,27.0,08:19:43,2022-11-07
,Fada Ryadi,Sport,8827,36.0,11:25:46,2022-01-25
,Journal Télévisé,Info,3836,32.0,18:30:51,2023-02-11
,Agenda,Info,3199,29.0,05:22:24,2022-08-30
,Sahafatou Al ousbouaa,Info,2059,31.0,02:19:07,2022-05-17
,Touratak Lak,Culturel,1487,28.0,19:36:53,2021-11-26
,Tarab,Music,7893,15.0,14:33:12,2022-06-27
,Nabdou Al Moujtamaa,Culturel,2264,20.0,12:16:55,2021-07-23
,Journal Télévisé,Info,4217,38.0,04:09:16,2023-01-28
,Agenda,Info,3664,19.0,17:18:44,2023-01-17
,Mahadra,Religieux,5386,29.0,05:03:22,2022-10-17
,Midadou chouaara,Culturel,2040,11.0,14:00:17,2022-01-13
,Fada Ryadi,Sport,2184,27.0,04:29:42,2021-08-13
,Journal Télévisé,Info,1624,37.0,15:19:01,2021-09-29
,Agenda,Info,6744,21.0,05:41:08,2021-05-20
,Sahafatou Al ousbouaa,Info,4656,33.0,20:41:41,2023-01-12
,Touratak Lak,Culturel,3020,24.0,14:23:32,2022-09-30
,Tarab,Music,1325,31.0,11:25:51,2021-10-03
,Nabdou Al Moujtamaa,Culturel,3212,28.0,10:06:09,2021-07-04
,Journal Télévisé,Info,5076,13.0,18:28:00,2021-05-01
,Agenda,Info,2460,23.0,11:23:05,2023-02-14
,Makam mina tarab hassani,Music,8933,35.0,04:41:17,2022-01-29
,Mara oa Al Hayat,Culturel,9124,20.0,18:53:26,2021-06-16
,Journal Télévisé,Info,5699,38.0,06:56:58,2022-05-18
,Mina Dakira sahraouya,Culturel,1902,16.0,19:04:53,2023-01-13
,Amnir,documentaires,2901,29.0,08:49:32,2021-09-22
,Aljamal bima hamal,Culturel,6561,36.0,11:43:01,2022-01-19
,samar albidan,Music,3471,12.0,18:25:06,2022-09-17
,Assrisser Dahbo,Series,9097,31.0,15:02:26,2022-01-29
,Makam mina tarab hassani,Music,7044,32.0,05:34:13,2022-12-10
,layali lafrig,Culturel,8158,17.0,08:22:09,2021-08-10
,bissmilahi lahi namdeh,Culturel,3324,32.0,18:13:26,2022-02-22
,alfich,Culturel,3915,39.0,09:10:04,2022-05-16
,sibak kawafi,Culturel,2536,36.0,03:13:48,2022-11-04
,Quiz Quran,Religieux,9284,36.0,13:37:44,2021-04-06
,Maa Naha,Culturel,8983,23.0,11:17:44,2021-05-13
,Hiraf,Capsule,7147,37.0,08:58:02,2021-09-09
,Midadou chouaara,Culturel,3559,34.0,11:31:40,2021-12-23
,Fada Ryadi,Sport,5285,35.0,09:54:41,2022-06-04
,Amnir,documentaires,8323,13.0,03:40:16,2022-09-10
,Makam mina tarab hassani,Music,1535,19.0,05:43:40,2021-09-11
,Maa Nass,Politique,6601,19.0,12:09:10,2022-07-20
,Mina alassima,Politique,2948,33.0,16:40:28,2022-08-31
,Aljamal bima hamal,Culturel,2428,32.0,18:52:32,2023-01-16
,samar albidan,Music,2756,37.0,20:43:50,2022-01-25
,Assrisser Dahbo,Series,2262,34.0,20:58:49,2023-01-14
,Makam mina tarab hassani,Music,4055,27.0,02:07:48,2022-05-21
,layali lafrig,Culturel,7478,11.0,19:50:50,2023-03-03
,bissmilahi lahi namdeh,Culturel,7876,33.0,15:48:55,2022-08-01
,Journal Télévisé,Info,9268,35.0,11:16:40,2022-12-26
,sibak kawafi,Culturel,8825,37.0,10:12:29,2021-11-02
,Quiz Quran,Religieux,8767,10.0,07:19:11,2022-10-24
,Maa Naha,Culturel,5200,36.0,07:05:58,2021-03-11
,Mahattat,documentaires,5150,13.0,19:57:20,2023-01-25
,Aljamal bima hamal,Culturel,4146,28.0,20:52:39,2022-08-19
,samar albidan,Music,5532,17.0,18:10:22,2021-04-05
,Assrisser Dahbo,Series,2518,11.0,19:19:03,2021-12-28
,Makam mina tarab hassani,Music,6449,17.0,10:47:25,2022-02-07
,layali lafrig,Culturel,5048,19.0,11:03:42,2022-05-15
,bissmilahi lahi namdeh,Culturel,7248,35.0,03:04:48,2022-09-14
,Makam mina tarab hassani,Music,8736,31.0,11:19:41,2022-01-16
,sibak kawafi,Culturel,4884,10.0,02:19:17,2022-09-05
,Quiz Quran,Religieux,4653,25.0,16:05:30,2021-11-06
,Maa Naha,Culturel,9012,36.0,13:37:45,2021-04-06
,Hiraf,Capsule,9391,23.0,17:24:32,2023-02-28
,Midadou chouaara,Culturel,8658,31.0,13:08:16,2022-11-19
,Fada Ryadi,Sport,5472,39.0,07:18:04,2022-11-27
,Journal Télévisé,Info,8459,18.0,07:02:15,2021-07-01
,Agenda,Info,4510,17.0,04:51:35,2023-01-18
,Sahafatou Al ousbouaa,Info,5935,17.0,09:54:35,2023-02-17
,Touratak Lak,Culturel,3990,11.0,12:05:16,2021-03-01
,Tarab,Music,6710,32.0,17:51:04,2021-08-05
,Nabdou Al Moujtamaa,Culturel,4645,27.0,14:35:31,2022-02-05
,Journal Télévisé,Info,2048,33.0,02:07:40,2021-05-09
,Agenda,Info,3013,20.0,02:16:02,2023-03-29
,alfich,Culturel,7028,30.0,07:27:45,2021-07-25
,sibak kawafi,Culturel,4264,19.0,04:48:10,2021-03-02
,Quiz Quran,Religieux,7524,36.0,15:43:45,2021-10-06
,Maa Naha,Culturel,6521,17.0,04:36:55,2022-07-15
,Hiraf,Capsule,3046,34.0,16:40:57,2021-12-31
,Midadou chouaara,Culturel,5517,30.0,11:55:43,2021-05-25
,Fada Ryadi,Sport,8251,23.0,05:34:45,2023-02-20
,Journal Télévisé,Info,3381,32.0,13:44:25,2022-02-04
,Agenda,Info,7265,37.0,10:24:00,2021-03-04
,Sahafatou Al ousbouaa,Info,5011,24.0,10:06:39,2021-11-13
,Touratak Lak,Culturel,3334,36.0,13:19:30,2022-07-07
,Tarab,Music,5988,13.0,18:03:15,2021-03-29
,Nabdou Al Moujtamaa,Culturel,3598,32.0,07:55:36,2021-11-12
,Journal Télévisé,Info,7440,35.0,02:43:01,2022-12-06
,Agenda,Info,6470,22.0,02:04:00,2022-12-26
,Makam mina tarab hassani,Music,9427,31.0,09:24:14,2022-02-05
,layali lafrig,Culturel,9204,11.0,08:52:55,2021-04-17
,bissmilahi lahi namdeh,Culturel,1305,11.0,03:42:48,2021-05-01
,alfich,Culturel,6586,20.0,18:50:35,2023-01-14
,sibak kawafi,Culturel,2369,34.0,10:31:05,2021-05-26
,Quiz Quran,Religieux,7537,29.0,19:26:45,2022-10-20
,Maa Naha,Culturel,2464,18.0,09:21:56,2021-12-16
,Hiraf,Capsule,8270,39.0,18:32:01,2021-09-30
,Midadou chouaara,Culturel,5651,38.0,04:46:30,2021-10-30
,Fada Ryadi,Sport,1300,38.0,20:54:35,2021-03-25
,Journal Télévisé,Info,5451,17.0,04:39:23,2021-03-19
,Agenda,Info,5894,19.0,16:46:04,2021-03-18
,Sahafatou Al ousbouaa,Info,2455,34.0,10:03:38,2022-09-19
,Touratak Lak,Culturel,6145,15.0,14:50:30,2022-02-07
,Tarab,Music,9093,38.0,16:50:28,2023-03-21
,Nabdou Al Moujtamaa,Culturel,8127,30.0,19:10:15,2023-03-20
,Journal Télévisé,Info,8628,36.0,14:53:51,2023-03-19
,Agenda,Info,3576,35.0,02:42:35,2022-10-15
,Mina Dakira sahraouya,Culturel,1741,39.0,05:30:19,2023-03-23
,Mara oa Al Hayat,Culturel,4555,11.0,04:12:03,2021-05-03
,Journal Télévisé,Info,1611,38.0,09:52:32,2021-05-20
,Mina Dakira sahraouya,Culturel,5729,17.0,15:17:12,2022-08-14
,Amnir,documentaires,3207,33.0,12:52:31,2022-10-09
,Kadaya ramadaniya,Religieux,5769,16.0,07:24:51,2023-02-24
,Hiraf,Capsule,8290,13.0,05:44:03,2022-04-12
,Konoz mina sahrae,Culturel,5269,18.0,19:02:10,2021-09-23
,Sahil aljanoubi,Culturel,1847,36.0,17:52:12,2022-01-21
,Maa Nass,Politique,3729,13.0,14:15:30,2021-10-24
,Mina alassima,Politique,6630,14.0,16:58:40,2022-05-29
,Aljamal bima hamal,Culturel,5551,28.0,07:28:38,2021-07-07
,samar albidan,Music,3772,39.0,18:38:41,2021-11-07
,Assrisser Dahbo,Series,3530,17.0,19:03:19,2021-11-02
,Makam mina tarab hassani,Music,8186,21.0,02:12:27,2023-02-02
,Journal Télévisé,Info,9403,20.0,12:08:29,2023-01-28
,bissmilahi lahi namdeh,Culturel,6680,14.0,02:09:46,2022-11-26
,alfich,Culturel,7325,38.0,03:33:34,2021-11-28
,sibak kawafi,Culturel,4978,13.0,09:46:10,2022-06-21
,Quiz Quran,Religieux,4915,14.0,17:59:11,2021-06-22
,Maa Naha,Culturel,5202,19.0,20:29:24,2021-07-22
,Hiraf,Capsule,3697,30.0,13:16:49,2022-08-06
,Midadou chouaara,Culturel,1864,26.0,12:05:23,2022-10-07
,Fada Ryadi,Sport,7874,22.0,20:26:15,2023-01-15
,Journal Télévisé,Info,4643,24.0,17:43:20,2022-05-20
,Agenda,Info,6547,14.0,07:35:01,2022-06-28
,Sahafatou Al ousbouaa,Info,4022,14.0,09:05:00,2023-02-19
,Touratak Lak,Culturel,2203,15.0,08:41:49,2022-02-15
,Tarab,Music,3590,11.0,03:36:25,2021-12-04
,Nabdou Al Moujtamaa,Culturel,7747,33.0,12:21:34,2021-08-17
,Journal Télévisé,Info,5263,25.0,03:28:16,2021-11-06
,Agenda,Info,2860,33.0,16:14:00,2022-05-16
,Mina Dakira sahraouya,Culturel,3260,17.0,02:04:46,2021-11-29
,Mara oa Al Hayat,Culturel,7944,32.0,04:06:34,2022-06-09
,Journal Télévisé,Info,7792,27.0,04:16:32,2022-10-22
,Mina Dakira sahraouya,Culturel,4635,29.0,15:53:06,2022-01-10
,Amnir,documentaires,4612,29.0,03:43:13,2021-10-17
,Kadaya ramadaniya,Religieux,4726,12.0,03:40:06,2023-02-27
,Hiraf,Capsule,2740,25.0,13:31:09,2021-06-30
,Makam mina tarab hassani,Music,6275,32.0,14:38:55,2022-06-11
,Sahil aljanoubi,Culturel,2136,27.0,02:29:37,2021-11-16
,Maa Nass,Politique,5762,31.0,06:29:02,2023-02-09
,Mina alassima,Politique,6071,20.0,02:59:10,2022-12-14
,Aljamal bima hamal,Culturel,9277,18.0,13:48:10,2021-06-15
,samar albidan,Music,9138,15.0,16:42:43,2022-02-10
,Assrisser Dahbo,Series,3038,36.0,19:56:28,2022-05-13
,Makam mina tarab hassani,Music,8878,12.0,15:39:57,2022-03-20
,layali lafrig,Culturel,5320,20.0,03:04:30,2021-05-06
,bissmilahi lahi namdeh,Culturel,4610,10.0,18:11:34,2021-06-25
,alfich,Culturel,2510,36.0,04:22:24,2021-12-27
,sibak kawafi,Culturel,8130,36.0,19:48:16,2021-04-15
,Quiz Quran,Religieux,3064,31.0,10:52:08,2021-09-04
,Maa Naha,Culturel,2804,10.0,13:26:24,2022-10-28
,Hiraf,Capsule,3665,17.0,03:07:32,2022-03-25
,Midadou chouaara,Culturel,4725,28.0,12:24:29,2022-12-14
,Fada Ryadi,Sport,4707,24.0,06:14:25,2022-02-09
,Journal Télévisé,Info,2364,28.0,16:08:19,2022-03-04
,Agenda,Info,8164,39.0,18:51:00,2022-09-15
,Sahafatou Al ousbouaa,Info,2930,36.0,03:24:06,2021-06-27
,Touratak Lak,Culturel,4350,35.0,17:54:31,2023-02-20
,Tarab,Music,3555,34.0,04:33:47,2022-07-09
,Nabdou Al Moujtamaa,Culturel,3736,34.0,14:16:11,2023-03-30
,Journal Télévisé,Info,3417,14.0,08:07:13,2022-07-07
,Agenda,Info,4971,38.0,16:53:03,2022-04-21
,Mina Dakira sahraouya,Culturel,4685,24.0,07:26:53,2022-12-16
,Mara oa Al Hayat,Culturel,7649,24.0,09:40:12,2021-07-17
,Journal Télévisé,Info,7774,27.0,11:14:27,2023-02-09
,Mina Dakira sahraouya,Culturel,4321,30.0,07:13:45,2022-12-09
,Amnir,documentaires,2101,10.0,17:27:35,2021-09-22
,Kadaya ramadaniya,Religieux,6019,30.0,05:59:52,2021-05-30
,Hiraf,Capsule,1419,17.0,13:48:05,2022-09-13
,Konoz mina sahrae,Culturel,3308,15.0,18:24:39,2021-10-05
,Sahil aljanoubi,Culturel,5627,35.0,08:17:27,2023-01-29
,Maa Nass,Politique,8411,20.0,06:45:40,2022-03-11
,Mina alassima,Politique,8757,30.0,20:53:16,2022-08-18
,Aljamal bima hamal,Culturel,8584,21.0,03:45:15,2021-07-30
,samar albidan,Music,1357,22.0,11:49:43,2022-03-26
,Assrisser Dahbo,Series,4284,26.0,11:48:22,2021-04-27
,Makam mina tarab hassani,Music,1689,27.0,04:32:44,2022-07-06
,layali lafrig,Culturel,4161,34.0,11:17:43,2022-10-12
,bissmilahi lahi namdeh,Culturel,7581,11.0,14:22:16,2023-02-12
,Makam mina tarab hassani,Music,5105,13.0,18:29:12,2021-09-10
,sibak kawafi,Culturel,4643,11.0,10:34:29,2021-11-01
,Quiz Quran,Religieux,8727,29.0,05:43:09,2022-07-04
,Maa Naha,Culturel,8877,15.0,09:15:32,2022-11-16
,Hiraf,Capsule,8862,30.0,19:20:20,2022-01-18
,Midadou chouaara,Culturel,2355,14.0,13:14:46,2022-10-27
,Fada Ryadi,Sport,9173,26.0,08:57:36,2022-01-28
,Journal Télévisé,Info,3588,15.0,14:27:12,2022-02-03
,Agenda,Info,4075,15.0,12:55:31,2022-04-30
,Hiraf,Capsule,7658,37.0,04:36:56,2021-05-20
,Midadou chouaara,Culturel,4080,17.0,07:22:10,2021-07-22
,Fada Ryadi,Sport,3332,26.0,06:56:23,2021-10-13
,Journal Télévisé,Info,1406,17.0,20:22:34,2022-10-20
,Agenda,Info,2174,31.0,02:49:26,2021-05-27
,Sahafatou Al ousbouaa,Info,4378,20.0,14:30:28,2022-08-02
,Touratak Lak,Culturel,7668,22.0,05:38:10,2023-01-11
,Tarab,Music,6011,20.0,11:52:24,2022-10-22
,Nabdou Al Moujtamaa,Culturel,6162,31.0,15:02:03,2021-09-23
,Journal Télévisé,Info,7566,27.0,18:55:42,2021-06-19
,Agenda,Info,5524,16.0,09:56:41,2022-03-04
,Mina Dakira sahraouya,Culturel,2820,20.0,08:09:35,2021-04-15
,Mara oa Al Hayat,Culturel,4411,27.0,02:38:21,2022-04-01
,Journal Télévisé,Info,8629,27.0,16:36:55,2023-03-27
,Mina Dakira sahraouya,Culturel,7379,38.0,07:10:44,2022-12-17
,Amnir,documentaires,7723,29.0,03:13:50,2021-10-06
,Kadaya ramadaniya,Religieux,7866,25.0,12:09:59,2022-07-06
,Hiraf,Capsule,7368,20.0,12:06:18,2021-10-25
,Konoz mina sahrae,Culturel,6345,14.0,05:09:08,2021-11-10
,Sahil aljanoubi,Culturel,8957,10.0,18:39:50,2022-04-29
,Maa Nass,Politique,3911,14.0,10:02:46,2022-04-27
,Mina alassima,Politique,2280,23.0,12:11:13,2022-11-12
,Journal Télévisé,Info,3836,26.0,09:50:08,2021-09-26
,samar albidan,Music,8920,32.0,07:28:11,2021-03-04
,Assrisser Dahbo,Series,9153,25.0,11:57:58,2021-04-18
,Makam mina tarab hassani,Music,3580,20.0,15:05:36,2022-04-01
,layali lafrig,Culturel,1932,21.0,02:00:37,2023-02-10
,bissmilahi lahi namdeh,Culturel,6093,31.0,02:01:10,2022-07-16
,alfich,Culturel,5032,26.0,13:23:43,2021-12-31
,Makam mina tarab hassani,Music,1971,14.0,05:27:28,2021-11-15
,Quiz Quran,Religieux,1719,10.0,06:01:23,2022-03-26
,Maa Naha,Culturel,4482,37.0,19:10:54,2022-03-08
,Hiraf,Capsule,7144,18.0,14:54:37,2021-11-25
,Midadou chouaara,Culturel,6066,31.0,07:36:42,2022-04-14
,Fada Ryadi,Sport,5889,39.0,07:29:05,2021-08-16
,Journal Télévisé,Info,3698,10.0,11:23:28,2021-03-21
,Agenda,Info,6549,37.0,10:32:11,2023-03-04
,Sahafatou Al ousbouaa,Info,5622,39.0,07:31:30,2022-05-18
,Touratak Lak,Culturel,7738,21.0,07:06:04,2022-11-09
,Tarab,Music,5619,39.0,06:24:42,2022-07-31
,Nabdou Al Moujtamaa,Culturel,5116,21.0,15:43:28,2022-02-18
,Journal Télévisé,Info,8149,11.0,16:01:25,2023-02-04
,Agenda,Info,5928,25.0,10:25:38,2022-12-01
,Mina Dakira sahraouya,Culturel,9422,32.0,18:26:38,2021-08-22
,Mara oa Al Hayat,Culturel,7775,31.0,19:36:38,2022-04-24
,Journal Télévisé,Info,9060,29.0,18:40:36,2022-11-04
,Mina Dakira sahraouya,Culturel,8514,24.0,20:23:05,2023-01-30
,Amnir,documentaires,8775,34.0,16:33:24,2023-01-05
,Kadaya ramadaniya,Religieux,8909,32.0,11:22:14,2021-05-30
,Hiraf,Capsule,8644,25.0,14:41:20,2021-04-30
,Konoz mina sahrae,Culturel,7232,14.0,06:22:52,2022-02-07
,Sahil aljanoubi,Culturel,1491,23.0,05:10:06,2022-11-11
,Maa Nass,Politique,4661,37.0,15:36:55,2021-06-26
,Mina alassima,Politique,5150,27.0,15:30:31,2022-07-31
,Aljamal bima hamal,Culturel,8821,25.0,10:46:52,2021-05-04
,samar albidan,Music,7900,26.0,17:19:05,2022-06-29
,Assrisser Dahbo,Series,1467,28.0,14:18:11,2022-02-04
,Makam mina tarab hassani,Music,7035,39.0,02:22:20,2023-03-07
,layali lafrig,Culturel,6882,22.0,20:18:29,2022-03-29
,Makam mina tarab hassani,Music,3471,24.0,13:47:41,2023-01-22
,alfich,Culturel,8052,38.0,11:08:51,2021-07-30
,Mahattat,documentaires,3607,38.0,03:19:16,2021-07-25
,Quiz Quran,Religieux,6102,39.0,17:48:25,2021-10-20
,Maa Naha,Culturel,5774,31.0,02:10:40,2021-10-24
,Mahattat,documentaires,1895,39.0,16:32:26,2021-10-04
,Aljamal bima hamal,Culturel,7466,39.0,02:10:29,2023-01-29
,samar albidan,Music,2919,22.0,07:17:22,2022-02-19
,Assrisser Dahbo,Series,9134,26.0,19:30:40,2022-12-23
,Makam mina tarab hassani,Music,9156,25.0,13:26:28,2022-10-08
,layali lafrig,Culturel,3719,14.0,11:31:43,2021-08-16
,bissmilahi lahi namdeh,Culturel,9380,27.0,12:32:35,2022-09-16
,alfich,Culturel,2116,11.0,02:26:21,2022-04-17
,sibak kawafi,Culturel,4611,38.0,07:15:12,2022-03-03
,Quiz Quran,Religieux,6608,21.0,19:59:44,2022-04-12
,Maa Naha,Culturel,5631,21.0,14:05:01,2021-11-15
,Hiraf,Capsule,7569,34.0,12:48:17,2022-01-10
,Midadou chouaara,Culturel,4382,37.0,14:46:09,2022-05-21
,Fada Ryadi,Sport,8843,32.0,12:14:04,2021-05-28
,Journal Télévisé,Info,8791,22.0,19:22:00,2021-03-15
,Agenda,Info,7623,39.0,11:56:14,2021-09-16
,Sahafatou Al ousbouaa,Info,2022,19.0,17:58:29,2021-05-24
,Touratak Lak,Culturel,8469,38.0,09:59:46,2021-09-02
,Tarab,Music,9387,31.0,05:37:15,2023-02-26
,Nabdou Al Moujtamaa,Culturel,4249,12.0,16:04:10,2021-05-27
,Journal Télévisé,Info,4441,13.0,05:17:19,2022-11-30
,Agenda,Info,3907,24.0,19:53:37,2021-12-13
,Mahadra,Religieux,7508,22.0,12:45:51,2021-09-01
,Midadou chouaara,Culturel,9313,21.0,02:28:47,2022-01-11
,Fada Ryadi,Sport,5297,23.0,13:45:04,2021-10-15
,Journal Télévisé,Info,8929,15.0,05:17:33,2021-04-17
,Agenda,Info,5424,19.0,12:14:03,2022-09-28
,Sahafatou Al ousbouaa,Info,8453,29.0,10:50:48,2021-06-22
,Mina Dakira sahraouya,Culturel,5761,13.0,14:15:12,2021-09-20
,Amnir,documentaires,5559,32.0,12:42:52,2022-12-12
,Kadaya ramadaniya,Religieux,6669,16.0,11:07:40,2021-08-01
,Hiraf,Capsule,6511,36.0,03:27:09,2022-09-28
,alfich,Culturel,7149,11.0,15:02:45,2022-10-21
,Mahattat,documentaires,2660,16.0,10:36:11,2022-04-14
,Maa Nass,Politique,1663,13.0,20:43:02,2022-01-16
,Mina alassima,Politique,4053,35.0,19:48:15,2021-06-27
,Aljamal bima hamal,Culturel,4922,25.0,02:50:20,2021-08-18
,samar albidan,Music,7087,14.0,11:11:03,2022-07-12
,Assrisser Dahbo,Series,4113,22.0,14:18:25,2021-06-27
,Makam mina tarab hassani,Music,1878,28.0,15:23:17,2023-01-14
,layali lafrig,Culturel,1405,27.0,11:02:12,2022-03-16
,bissmilahi lahi namdeh,Culturel,8428,12.0,14:35:51,2022-03-19
,alfich,Culturel,5694,16.0,13:03:51,2022-06-14
,Mahattat,documentaires,2334,38.0,19:28:27,2021-08-26
,Quiz Quran,Religieux,1818,35.0,07:40:55,2022-08-20
,Maa Naha,Culturel,2530,31.0,11:21:51,2022-10-02
,Hiraf,Capsule,5745,27.0,08:04:35,2022-06-17
,Midadou chouaara,Culturel,6838,29.0,18:31:20,2022-11-07
,Fada Ryadi,Sport,4578,30.0,18:49:13,2022-11-12
,Journal Télévisé,Info,2758,21.0,19:05:57,2023-02-18
,Agenda,Info,3141,34.0,08:56:36,2021-08-21
,Sahafatou Al ousbouaa,Info,7958,15.0,09:59:27,2022-08-16
,Touratak Lak,Culturel,2569,23.0,11:18:59,2021-11-11
,Tarab,Music,9476,38.0,10:56:41,2022-09-30
,Nabdou Al Moujtamaa,Culturel,4939,32.0,11:03:37,2022-03-08
,Journal Télévisé,Info,9032,12.0,03:27:30,2021-11-08
,Agenda,Info,6328,10.0,08:35:58,2021-03-31
,Mina Dakira sahraouya,Culturel,1932,34.0,15:07:02,2023-01-09
,Mara oa Al Hayat,Culturel,7854,31.0,08:40:35,2022-03-17
,Journal Télévisé,Info,3541,34.0,12:41:46,2021-05-31
,Mina Dakira sahraouya,Culturel,6933,31.0,10:12:46,2022-03-19
,Amnir,documentaires,3218,33.0,18:35:12,2022-09-01
,Kadaya ramadaniya,Religieux,5265,12.0,17:34:15,2022-10-12
,Fada Ryadi,Sport,5198,25.0,18:33:13,2022-04-03
,Konoz mina sahrae,Culturel,6097,27.0,08:21:35,2022-01-08
,Sahil aljanoubi,Culturel,9042,11.0,05:06:44,2022-04-04
,Maa Nass,Politique,5000,38.0,04:40:52,2022-02-26
,Mina alassima,Politique,8100,25.0,20:20:17,2021-12-27
,Aljamal bima hamal,Culturel,2034,25.0,10:18:26,2022-11-22
,samar albidan,Music,9120,21.0,13:35:55,2022-06-14
,Assrisser Dahbo,Series,7461,17.0,14:25:54,2022-07-10
,Makam mina tarab hassani,Music,9448,19.0,16:37:16,2022-01-05
,layali lafrig,Culturel,7895,19.0,04:47:58,2021-08-17
,bissmilahi lahi namdeh,Culturel,4814,33.0,18:02:46,2021-07-18
,alfich,Culturel,6844,29.0,08:36:45,2021-08-16
,Kadaya ramadaniya,Religieux,8569,24.0,06:00:57,2022-12-04
,Quiz Quran,Religieux,3729,14.0,17:45:19,2021-06-11
,Maa Naha,Culturel,8568,34.0,14:48:47,2022-02-09
,Hiraf,Capsule,7862,15.0,11:45:45,2021-11-24
,Midadou chouaara,Culturel,5598,23.0,08:43:48,2022-12-10
,Fada Ryadi,Sport,1667,34.0,05:45:26,2022-07-12
,Journal Télévisé,Info,3453,28.0,19:12:54,2021-10-05
,Agenda,Info,6596,23.0,18:23:23,2022-05-15
,Fada Ryadi,Sport,8670,25.0,16:29:48,2021-06-09
,Journal Télévisé,Info,7833,26.0,16:45:30,2021-12-25
,Agenda,Info,3278,36.0,20:31:14,2022-11-19
,Sahafatou Al ousbouaa,Info,7775,24.0,19:04:55,2023-01-07
,Touratak Lak,Culturel,6736,31.0,05:59:44,2022-06-08
,Tarab,Music,8764,17.0,14:58:37,2023-01-03
,Nabdou Al Moujtamaa,Culturel,5051,10.0,10:02:06,2022-04-08
,Journal Télévisé,Info,8021,38.0,14:12:18,2022-10-19
,Agenda,Info,9193,11.0,12:05:00,2022-10-14
,Mina Dakira sahraouya,Culturel,7217,24.0,14:56:18,2022-07-08
,Nabdou Al Moujtamaa,Culturel,3669,17.0,13:40:04,2021-11-06
,Journal Télévisé,Info,5582,34.0,10:15:40,2021-04-08
,Agenda,Info,1827,19.0,10:41:07,2021-04-20
,Mina Dakira sahraouya,Culturel,7844,22.0,08:21:32,2022-02-15
,Mara oa Al Hayat,Culturel,5138,35.0,11:50:38,2022-11-22
,Journal Télévisé,Info,9448,24.0,02:15:39,2021-10-14
,Mina Dakira sahraouya,Culturel,3720,29.0,03:03:49,2021-11-11
,Amnir,documentaires,8877,29.0,05:11:27,2022-10-20
,Kadaya ramadaniya,Religieux,8534,11.0,09:54:18,2022-01-31
,Hiraf,Capsule,5912,27.0,03:02:02,2021-07-04
,Konoz mina sahrae,Culturel,1989,35.0,18:22:17,2022-01-15
,Sahil aljanoubi,Culturel,3030,18.0,10:22:48,2022-03-19
,Maa Nass,Politique,6149,25.0,14:25:41,2022-08-08
,Mina alassima,Politique,4567,14.0,14:20:42,2023-01-28
,Aljamal bima hamal,Culturel,6259,34.0,05:43:00,2023-02-22
,samar albidan,Music,2077,36.0,07:39:52,2022-03-10
,Assrisser Dahbo,Series,1421,24.0,19:45:50,2022-12-06
,Makam mina tarab hassani,Music,2635,18.0,02:07:08,2022-05-31
,layali lafrig,Culturel,2953,32.0,02:20:17,2022-10-17
,alfich,Culturel,4313,37.0,02:44:32,2022-09-30
,Mahattat,documentaires,2602,20.0,13:13:34,2022-05-21
,sibak kawafi,Culturel,8484,36.0,16:55:08,2021-06-02
,Quiz Quran,Religieux,5929,16.0,16:02:50,2022-11-11
,Maa Naha,Culturel,4564,16.0,12:35:40,2021-04-24
,Hiraf,Capsule,4320,20.0,15:19:23,2023-02-08
,Midadou chouaara,Culturel,5013,33.0,14:50:51,2022-07-14
,Fada Ryadi,Sport,8569,35.0,08:22:44,2022-01-23
