,text,label,Emotions,Emotions_Label,cluster
218,the human need to socialize overcame the scent of danger it would not be the first time nor will it be the last,,"[{'label': 'neutral', 'score': 0.9324342012405396}]",neutral,0
219,i have not eaten at a restaurant nor do i plan to until this is behind us i do however order takeout and support restaurants that way,lockdown,"[{'label': 'approval', 'score': 0.828805148601532}]",approval,0
220,"just read:
 pfizer and the german company biontech have become the first companies to apply to the us food and drug administration for full approval of their covid vaccine for use in people and older the vaccine is currently being administered to adults in america under an emergency use authorization granted in december the approval process is likely to take months it could also make it easier for companies government agencies and schools to require vaccinations the equal employment opportunity commission said in december that employers could mandate vaccination and legal experts have generally agreed so we are months away from most or all companies government agencies and schools requiring vaccinations for each individual getting vaccinated as soon as possible even under fda emergency (not full) authorization remains the right thing to do so we can collectively achieve herd immunity via vaccinations (as opposed to infections and death) as soon as possible",vaccination,"[{'label': 'approval', 'score': 0.9896405339241028}]",approval,1
221,if this country is ever to reach herd immunity it is critical that businesses schools and universities require everyone to get vaccinated otherwise we will be combatting this pandemic years from now and hundreds of thousands more will needlessly lose their lives,vaccination,"[{'label': 'realization', 'score': 0.9656232595443726}]",realization,0
222,i could not be more pleased with the decision of my employer to require vaccines i work on broadway it is not just a safety issue it is a requirement to open our shows profitably that audiences feel safe my livelihood and my rights depend on people being vaccinated,vaccination,"[{'label': 'approval', 'score': 0.876560628414154}]",approval,0
223,how about this health insurance life insurance and other rate increases for those who do not have a vaccine,vaccination,"[{'label': 'neutral', 'score': 0.9963672161102295}]",neutral,0
224,i went out for lunch yesterday with a friend it is the second time i have been out just for fun since march both times my friend and i ate at a restaurant that served us seated outside that will not be an option when the weather gets cold i am extremely frustrated by the trump inspired crowd who believe it is their god given right to not wear a mask they and their lunacy are destroying this nations credibility we are considered a major health risk by the rest of the world currently us citizens with an american passport are allowed to enter only eight countries without any restrictions there are other countries thatll let some of us in  but with restrictions and quarantines,masking and distancing,"[{'label': 'anger', 'score': 0.8582791686058044}]",anger,0
225,"i am really disturbed by people commenting here seems a lot think you have a choice: get vaccinated or do not children cannot be vaccinated some adults cannot some adults do not develop antibodies
i am vaccinated but immunocompromised did not develop antibodies now i am more fearful of going out than six months ago then we were largely in this together now we are all on our own the unmasked and unvaccinated are the biggest threat but the unmasked and vaccinated are still a small threat and i cannot tell the difference
just wear a mask they are a minor inconvenience",vaccination,"[{'label': 'fear', 'score': 0.9394143223762512}]",fear,0
226,its frustrating that america has to continually slow down for these people,,"[{'label': 'anger', 'score': 0.8450112342834473}]",anger,0
227,i cannot understand why people are still standing in lines today there should be an app that lets you log in and will alert you when your turn is up that way you can easily social distance while waiting a pretty simple solution that helps,masking and distancing,"[{'label': 'approval', 'score': 0.7609817981719971}]",approval,0
228,i am not an anti vaxxer i was vaccinated without one hesitation or doubt i am a nurse and want to see the end of covid but i cannot help but have doubts if by any chance covid vaccine did result in some kind of birth defects if given to women of child bearing age who later bore children who would be responsible,vaccination,"[{'label': 'curiosity', 'score': 0.8735197186470032}]",curiosity,0
229,"my year old mother who has lived alone for the pandemic and who is vaccinated was in the workshop yesterday of a man who was repairing a table for her she was masked he was not he asked if she believed in vaccinations she said of course i do i am he said he was not going to get vaccinated she said then you ought to wear a mask he said he did not believe in masking either when her table is fixed he will lose her business and that of everyone we tell heres the thing: is he not liable if he infected my mother the other day why not public health is about the community by getting vaccines we take care of each other not requiring vaccines ensures the virus is here to stay: continuing economic disruption endangering lives this is not complicated the virus is not political and is certainly not interested in personal rightsit is just looking for a host ceos it is time to advocate for public health the health and welfare of your workers and their families
and your businessdepends on it",vaccination,"[{'label': 'neutral', 'score': 0.9709484577178955}]",neutral,1
230,private companies have the right and the duty to implement safety restrictions to protect all its employees there is no right to spread a deadly disease there is no right to work at company x y or z a novaccer has a choice an absolute right to work somewhere else,vaccination,"[{'label': 'disapproval', 'score': 0.5307666659355164}]",disapproval,0
231,some restaurant patrons talk up a storm with each other or on their phones for extended periods of time while some patrons may enjoy the scene others may wish to stay away from the resulting aerosols thus restaurant owners and health authorities should consider reserving certain sections of restaurants as quiet zones especially during the busy dinning hours thus reducing the amount of aerosols restaurant patrons would otherwise unwillingly inhale,masking and distancing,"[{'label': 'joy', 'score': 0.5750470161437988}]",joy,0
232,i am all for herd immunity which is why i got vaccinated in fact any sensible person should know that back to normal really requires global herd immunity based on the slow vaccine rollout in many countries i understand the concern voiced by the who that said the notion that vaccinated people should mask up to protect antivaxxers is preposterousplacating senseless rebellion will not get us an inch closer to herd immunity,vaccination,"[{'label': 'neutral', 'score': 0.794735848903656}]",neutral,0
233,sooner or later we are going to have to admit that we cannot quarantine and lockdown ourselves out of this it simply will not work as evidences by the countries around the world that did very strict lockdowns only to see cases start rising again anyway,lockdown,"[{'label': 'realization', 'score': 0.9542809724807739}]",realization,0
234,all of this inability to think ahead and plan according has ended up costing more money and more lives i blame the gop for not paying people to stay home and business to stay closed i blame the greedy millionaires who took ppp loans and then fired employees anyway we need intelligent ethical leadership conservatives have proven they dont belong in government,lockdown,"[{'label': 'disappointment', 'score': 0.7911021709442139}]",disappointment,0
235,the us strategy is to allow the virus to run through the population is that the price of freedom,,"[{'label': 'curiosity', 'score': 0.8901918530464172}]",curiosity,0
236,unvaccinated americans perpetuate covid spread and ultimately virus mutations by not shutting down the spread of the disease the fears of the vaccine can be easily and objectively disproven with scientific medical data this article talks at length about legal exposure to companies mandating vaccinations but what about the legal and medical risks for not having a mandate doesnt that imply that your organization is not taking reasonably precautions to keep you workforce safe and realistically isnt that a far larger problem i heard a lawyer speaking a few days ago he wanted to mandate vaccinations for all his staff at his firm his hr department said he would have to make accommodations for those who wouldnt comply he decided to let those staff work remotely but they would have to have a camera on them at all times during the work day im sure the recalcitrant would hate that i think its a brilliant solution within the acceptable boundaries,vaccination,"[{'label': 'admiration', 'score': 0.7902801632881165}]",admiration,1
237,there is certainly no herd immunity to ignorance,,"[{'label': 'disapproval', 'score': 0.770675003528595}]",disapproval,0
238,we need to step back and review how much credence we have given the crazies the antivaxxers the big lie believers sane folks need to value what is right and ensure that society at large benefits from what is right enough coddling the crazies just because they exist in great numbers we need to get back into the drivers seat and put the crazies somewhere safe we will continue to live in pandemic times unless we all comply with sound public health measures enforced by whatever legal means we have available,vaccination,"[{'label': 'approval', 'score': 0.7258331179618835}]",approval,0
239,some observations from an elderly south floridian: first the recent surge down here now apparently easing is predominantly due to teens and millennials partying closing the bars obviously a sensible notion moved the drinkathons to private residences second all restaurants are not the same many do not serve alcoholic beverages ergo they do not attract crowds our occasional recent forays into local favorites have found them virtually empty otherwise we would not go in easy to maintain social distancing under those circumstances hard to see how long they can remain in business third mask usage in stores now seems ubiquitous a good thing i do wish the media would let their readers know a dirty little secret from the contact tracers: they focus on prolonged exposure five to fifteen minutes at close quarters it would help many feel a little more secure about their grocery shopping,masking and distancing,"[{'label': 'desire', 'score': 0.49252748489379883}]",desire,0
240,what this article fails to point out is that like the flu shot the vax does not prevent you from getting the cv it only lessons the severity of the infection in other words nothing changes so mandating it is a optic to placate the masses,vaccination,"[{'label': 'neutral', 'score': 0.9475194811820984}]",neutral,0
241,people want tacos and a good beer when they want it to heck with everyone else that says it all,,"[{'label': 'approval', 'score': 0.5476934909820557}]",approval,0
242,even a year and a half later i do not understand at all why people object to such a small thing as wearing a mask i am finally about to get my second dose of the pfizer vaccine next week after waiting patiently through our rollout and prioritization of vulnerable groups slowed by limited vaccine supply in the early months i have been separated for eighteen months from my partner who is caregiving for a parent in europe so believe me the wait has been grueling i am grateful and thrilled to be getting my second dose thank you to science and public health and now loosened export restrictions providing us with sufficient supply north of the border but will continue to wear a mask in enclosed spaces for the foreseeable future it is such a small thing that i can do for others full stop i really just do not understand why this is even a debate,vaccination,"[{'label': 'gratitude', 'score': 0.970425009727478}]",gratitude,1
243,once i read about the abi (acquired brain injury) symptoms of those with so called mild cases when the cdcs advisements only are about severe cases leading to hospitalization and deaths i bought more masks which are more abundant and lower priced than before i also felt betrayed as a health vulnerable older adult that government officials did not keep masking by all mandates at public essential services places like grocery stores if anyone talks about their masking up or not with me i just say that is so republican miserable inside that americans could not unite and rally around wearing a piece of cloth to protect themselves if not others against a long term disabling diseaseand do not care especially about their unvaccinated children under to continue to do so,masking and distancing,"[{'label': 'disappointment', 'score': 0.8923166394233704}]",disappointment,0
244,to all those who are not getting the shot because of political reasons this is what trump said on march a lot of people have said ride it out do not do anything just ride it out and think of it as the flu but it is not the flu it is vicious trump declared at a white house coronavirus task force briefing this is not the flu added trump definitively <a href=https://wwwforbescom/sites/tommybeer////allthetimestrumpcomparedcovidtothefluevenafterheknewcovidwasfarmoredeadly/sh=dfdefd target=blank>https://wwwforbescom/sites/tommybeer////allthetimestrumpcomparedcovidtothefluevenafterheknewcovidwasfarmoredeadly/sh=dfdefd</a> get the shot,vaccination,"[{'label': 'neutral', 'score': 0.9359280467033386}]",neutral,0
245,most americans are soft undisciplined addicted to their pleasures pastimes and vacations every country that has been able to beat back covid from the position we find ourselves in now had the determination and singlemindedness of purpose to do what it takes and stay home not us i wonder why,lockdown,"[{'label': 'realization', 'score': 0.9730510711669922}]",realization,0
246,point of order: this reader already knows where saskatchewan is and does not have to be told in which country the province is located,,"[{'label': 'neutral', 'score': 0.9926572442054749}]",neutral,0
247,litigation give me a break companies are always getting sued its simply a cost of doing business sure start with incentives but one that no longer working then make it mandatory a company has the right to protect its ability to properly function by requiring sensible public health measures especially ones as safe and effective as these vaccines at some point no vaccine no job (baring real risk to being vaccinatednot preferences not religious so called beliefs excuses about freedom etc) as for the military if the top brass want it done to ensure readiness as they do with other mandatory vaccinations then just do it when my dad served in ww he said they got so inoculated they felt like pin cushions no one cared what the soldiers thought they just did what made sense for the greater good a concept in short supply among a great many americans today,vaccination,"[{'label': 'neutral', 'score': 0.8146600723266602}]",neutral,0
248,the fear and anxiety caused by the constantly changing covid paradigmin my opinioncause way more harm than covid calm down and do what is right for you,,"[{'label': 'caring', 'score': 0.9684943556785583}]",caring,0
249,the fact that the majority of these comments are from people who are worried about being exposed to nonvaccinated people and therefore risking their health speaks to the compromised efficacy of these vaccines if you are vaccinated and still scared life may continue to be difficult for you,vaccination,"[{'label': 'fear', 'score': 0.5389379262924194}]",fear,0
250,dr jonas salk is rolling over in his grave,vaccination,"[{'label': 'neutral', 'score': 0.9891074299812317}]",neutral,0
251,no jab no job,vaccination,"[{'label': 'neutral', 'score': 0.9687035083770752}]",neutral,0
252,a lot of self righteous commenters sure that their decision not to attend a restaurant for months is saving the world from calamity vermont has had restaurants open for dining (both indoors and outdoors) for months and has the best covid record in the country also in that time: less than deaths from covid in the entire state seems to me that does not support a correlation between dining out and covid deaths,lockdown,"[{'label': 'admiration', 'score': 0.677966833114624}]",admiration,0
253,any indoor work should absolutely require employees to be vaccinated it is not about freedom for people who do not trust the vaccine it for the freedom of those who do,vaccination,"[{'label': 'neutral', 'score': 0.5561257600784302}]",neutral,0
254,it is a delicate decision balancing employee health and personal privacy no its not i dont want my employees being sick and i dont want them getting customers sick an outbreak could close my business and/or ruin my reputation you wanna work here get vaccinated you dont want to get vaccinated ya dont gotta go home but ya gotta get the heck up outta here as the saying goes,vaccination,"[{'label': 'disapproval', 'score': 0.3594966530799866}]",disapproval,0
255,the pandemic is far from over as much as we would like it to be it is not we have all those who refused to follow basic safety protocols to thank true guidance from health authorities has at times been confusing but wearing a mask has been advised for quite a while we who wear masks and take precautions have made it possible for the no maskers anti vaxxers to go around bare faced and behave like nothing is threatening our health i do not want them to thank us i would like them to put on a mask at the very least ,masking and distancing,"[{'label': 'approval', 'score': 0.9727401733398438}]",approval,0
256,"i think companies should be much more concerned if they do not require all employees to get vaccinated if the unvaccinated infect other employees or customers lawsuits will ensue
companies have historically require all sorts of certain behaviors for employees to follow schools have always required children be vaccinated before school attendance
since there are so many people who shun vaccines for whatever reason there needs to be pressure put on them from multiple fronts to comply with public health measures
this is a global pandemic which can again spiral out of control if we are not vigilant
we do not want the risk of turning into india if the variants are allowed to get a strong foothold",vaccination,"[{'label': 'approval', 'score': 0.5301454067230225}]",approval,0
257,and yet it is accepted that companies can test employees urine for traces of weed,,"[{'label': 'approval', 'score': 0.9872411489486694}]",approval,0
258,so much security theater while the most vulnerable still lack nonbankruptcyinducing health care or government assistance to keep them home if sick,,"[{'label': 'neutral', 'score': 0.9747580885887146}]",neutral,0
259,this is a public health issue we would not issue a drivers license to someone who has not passed a drivers test we would not allow a patient with small pox walk around nyc if someone refuses a vaccination fine do not get it but employers should protect their employees and the population at large they can stay home and file for unemployment good luck with that we need to get to something near herd immunity sooner than later lives and our enjoyment of life demand it if it results in litigation (what does not) so be it i am a medical doctor and this is the biggest no brainer i can recall: vaccinations save lives period are not we supposed to be following the science,vaccination,"[{'label': 'curiosity', 'score': 0.8922683000564575}]",curiosity,0
260,eating at a restaurant is beyond foolish right now as someone who spent well over a decade battling a serious illness i cant comprehend why people would risk their health/lives to go out to eat,lockdown,"[{'label': 'surprise', 'score': 0.8081642389297485}]",surprise,0
261,once the fda removes the emergency use declaration from the vaccine and fully approves it there is no excuse (other than the rare medical one) that will prevent businesses from requiring vaccination as a condition of employment to not require vaccination puts their other workers and clients at risk of getting infected and is not morally or socially responsible employees who refuse are welcome to find another job it cannot be any simpler,vaccination,"[{'label': 'disapproval', 'score': 0.48803946375846863}]",disapproval,0
262,no thanks the covid industrial complex has run its course time to live life,lockdown,"[{'label': 'neutral', 'score': 0.3417423367500305}]",neutral,0
263,closing things because of covid has hurt a lot of people but the deepest and longestlasting harm has been done to millions of school children can we not prioritize them even if that puts the livelihoods of some bar and restaurant employees at risk i would even be willing to focus more of my tax dollars towards those businesses we most intentionally must harm in order to reduce infection rates enough to reopen our schools,lockdown,"[{'label': 'sadness', 'score': 0.8823561072349548}]",sadness,0
264,"can the nyt confirm whether the delta variant is more deadly theres news making rounds largely in conservative circles (ron paul tweeted about it) that a uk study showed the delta variant is far less deadly though more transmissible the reports are based on a june report published by public health england and titled sarscov variants of concern and variants under investigation in england
technical briefing  the data is on table not sure what to make of this and hoping the nyt can help",,"[{'label': 'confusion', 'score': 0.9777057766914368}]",confusion,0
265,when did the united states become such a selfish country yes there are valid reasons for some people not to get vaccinated but the rest of us can and should it will protect us and the people who cannot have the vaccination there are times and this is one of them when we need to act like we are a nation rather than a collection of disparate groups who would rather die than do something that makes sense for the whole,vaccination,"[{'label': 'curiosity', 'score': 0.370800644159317}]",curiosity,0
266,why do we allow unvaccinated persons enter international airports,vaccination,"[{'label': 'curiosity', 'score': 0.9822090268135071}]",curiosity,0
267,requiring everyone in the us to continue to wear masks in indoor public spaces gives significant protection to those who are unvaccinated those who have only one of two shots of the pfizer or moderna vaccine and the immunocompromised who may have received the two shots but have limited or no protection from covid roughly half of the population of the us is in one of these three categories and remain vulnerable to covid the delta variant in particular not requiring masks encourages the country to return to normal the problem is that the population as a whole has limited or no protection from covid we are in no position to turn the page on covid,vaccination,"[{'label': 'neutral', 'score': 0.5865836143493652}]",neutral,1
268,my year old daughter went back to work at a restaurant in june as a cashier during the week on the weekends they had her sitting outside doing curbside she had numerous old men refuse to wear masks they would try to demand she take hers off before they paid she refused on july th she lost her sense of taste and smell on the the she was tested for covid the following sat she had a fever the next sunday she was called and told she is positive she has been er sick but not admitted she cannot seem to get any better did one of those old red hat wearing men that refused to wear a mask that spread it to her end up on a vent,masking and distancing,"[{'label': 'curiosity', 'score': 0.6831157207489014}]",curiosity,0
269,ive been wearing a mask at all indoor spaces since midmarch well before it was recommended or required at least in ma in general my wife and i have been living like hermits with the rare social interaction limited and at least feet apart we went out to dinner a few times beginning in june (outside with good spacing between tables) which seemed like a very low risk we dont want to become ill and we certainly dont want to contribute to the spread of this pandemic i cant fathom why anyone would go to a crowded bar restaurant or indoor event during these times how is it that so many people in the us lack any sense of consideration or responsibility for others depressing,masking and distancing,"[{'label': 'disappointment', 'score': 0.777716338634491}]",disappointment,0
270,why is this sliding into nd amendment kind of my rightsdo not tread on mei have a right to choose what i put in my body sound of tiny stamping feet that stance means that i have a right to not do everything possible to stop this deadly disease and i have the right to infect you and maybe kill you that logic and selfish childish willfulness completely escapes me corporate leaders college presidents airline execs religious leaders all leadership need to step up and take ethical responsibility,,"[{'label': 'curiosity', 'score': 0.44784384965896606}]",curiosity,0
271,the article makes no mention of ct which had indoor dining and has not seen its cases rise instead of just staying that indoor dining is bad would not it make more sense to see why it works someplaces and not others,masking and distancing,"[{'label': 'disapproval', 'score': 0.8593601584434509}]",disapproval,0
272,who and cdc have lost a lot of credibility should never have said take off masks once vaccinated in the first place way too late to put that horse back in the barn,vaccination,"[{'label': 'realization', 'score': 0.9802770614624023}]",realization,0
273,whats with the nyt large story about congressman jeffries giving his support to maya wiley yet nothing on kathryn garcia getting the endorsement of the daily news it would be interesting to see an assessment of which is more likely to garner more st choice rankings for either candidate im going to say the dn for garcia citywide yet jeffries endorsement and get out the vote efforts may be more impactful especially among blacks and in central brooklyn,,"[{'label': 'curiosity', 'score': 0.9705035090446472}]",curiosity,0
274,there are a number of commenters who are saying that unvaccinated people can still cause vaccinated individuals to become sick with covid they really cant they may cause them to be infected mostly asymptotically and almost never with severe illness so while we should be disappointed even angry with the unvaccinated for not doing their part to reduce the spread of covid we should not fear them as vectors who will cause us (or our elderly vaccinated parents) to die and please dont invoke variants here there is mounting evidence that the vaccines approved in the us protect against variants,vaccination,"[{'label': 'fear', 'score': 0.8717848658561707}]",fear,0
275,do not we required vaccines for school what is the big deal,vaccination,"[{'label': 'curiosity', 'score': 0.9697391390800476}]",curiosity,0
276,my wife and i are fully vaccinated we have a month old we have jobs that have always been remote additionally we are fortunate to have jobs where our bosses and colleagues are understanding of our need to take care of our baby like most parents we are eager to send our daughter to day care but we are not sure of whether the staff is vaccinated whilst i am aware of the low risk of my daughter contracting covid i am not too keen on how she could possibly be responsible for transmitting it to an elderly neighbor or grand parent surely there is a big business opportunity for day care centers to require vaccination for their staff which in turn would spur parents like ourselves to send their kids,vaccination,"[{'label': 'curiosity', 'score': 0.4161035716533661}]",curiosity,1
277,the cdc knew in may the delta variant was coming for us theyll never walk this back,,"[{'label': 'neutral', 'score': 0.9972165822982788}]",neutral,0
278,companies absolutely require vaccination this not only protects the good employees it protects the public in general follow israels leadissue a passport and no passport no entry anywhere,vaccination,"[{'label': 'neutral', 'score': 0.6936289072036743}]",neutral,0
279,we will reach a point when vaccinated people will no longer need masks i work at a cancer center flu vaccines are not required to protect the patients if you dont get one you must wear a mask for the entire flu season its a powerful incentive,vaccination,"[{'label': 'neutral', 'score': 0.533782422542572}]",neutral,0
280,this is absolutely stupid stop the fear mongering,,"[{'label': 'anger', 'score': 0.7548428773880005}]",anger,0
281,i really do not think it would be ethical to mandate a vaccine that is only provisionally approved under an emergency declaration once the vaccines are fully approved maybe but that is months possibly years away and by then the urgency will be gone,vaccination,"[{'label': 'disapproval', 'score': 0.9218013286590576}]",disapproval,0
282,i hope those that use the takeout option also give generous tips (if they can afford to) restaurant owners are hurting and tips for takeout arent typically offered in my area,,"[{'label': 'neutral', 'score': 0.7603232264518738}]",neutral,0
283,meanwhile in massachusetts the moving day average for covid deaths is new cases have been falling since april th and have been low for weeks you have more chance being killed in a car wreck if you are a healthy adult and havent been vaccinated by now thats your choice but you have to live with the consequences we must keep a close eye on the cases and deaths however we must get on with our lives there are deaths a day in massachusetts during the regular flu season and we dont do anything apart from offer flu jabs,vaccination,"[{'label': 'neutral', 'score': 0.9695857763290405}]",neutral,0
284,"has everyone forgotten typhoid mary would she be a republican would she be allowed to work and mingle with the population i have no real problem with no vaccination just do what the insurance companies would do rate the riskand charge accordingly
im sure an actuarial table can be made to cover the bet",vaccination,"[{'label': 'approval', 'score': 0.46310970187187195}]",approval,0
285,the restaurant industry is in shambles no one came out well in this pandemic,lockdown,"[{'label': 'disappointment', 'score': 0.9257097840309143}]",disappointment,0
286,no vaccineno job no vaccineno service smoking is not allowed but spewing a virus that can kill you that is just fine #toodumbtobeaherd,vaccination,"[{'label': 'neutral', 'score': 0.4765280783176422}]",neutral,0
287,so many comments here saying the cdc should not have changed their masking guidance what happened to trusting the experts,masking and distancing,"[{'label': 'confusion', 'score': 0.47537100315093994}]",confusion,0
288,nycs reopening is reckless and dangerous especially with the push for tourists to come back and with vaccines lagging our country once again has had advance notice and is ignoring what is happening in the likes of great britain and others who are being careful and shutting down as needed sadly the us values money and power over the lives of its citizens,vaccination,"[{'label': 'disapproval', 'score': 0.4384959042072296}]",disapproval,0
289,virus variants nullify privacy no one has the right to harm others in any environment,,"[{'label': 'neutral', 'score': 0.7629441618919373}]",neutral,0
290,report the facts all the facts not just the ones that support your narrative this fear mongering is getting out of hand new cases were confirmed in la county yesterday one in five (the statistic cited for the delta variant) means approximately cases were delta variant the population of la county is million+ enough said,,"[{'label': 'approval', 'score': 0.9570167660713196}]",approval,0
291,"my state is doing an outstanding job i see folks wearing masks in public everywhere
howeveri have not been to a restaurant to be seated indoors since early march i still do not feel comfortable in an enclosed room with strangers to consume a meal",masking and distancing,"[{'label': 'admiration', 'score': 0.991392970085144}]",admiration,0
292,i would like to be able to dine in a restaurant where i know all employees and customers are vaccinated,vaccination,"[{'label': 'desire', 'score': 0.8536455035209656}]",desire,0
293,"its the lives of americans everywhere and of all ages that are at stake here monetary incentives and reasonable persuasion are the best tools to bring about an increase in vaccination rates but if they prove inadequate the vaccinations should be required by employers with medical and religious exemptions permitted
any persons without bona religious or medical reasons whose politics or inability to care about the lives of others causes them to refuse vaccination should be required to keep their suicide to themselves",vaccination,"[{'label': 'approval', 'score': 0.8551526665687561}]",approval,0
294,i am continuing to wear a mask even in bed sleeping i keep it on after all a burglar might beak in and who knows if he is been fully vaccinated,masking and distancing,"[{'label': 'approval', 'score': 0.7076477408409119}]",approval,0
295,another mad scientists biology experiment gone awry,,"[{'label': 'neutral', 'score': 0.47981584072113037}]",neutral,0
296,welcome to the united states of stupidity where most citizens cannot see beyond their own nose missy lack knowledge any kind or f thinking skill as well as the concept of short term pain for much bigger long term benefits how long before the dollar starts to tank,,"[{'label': 'realization', 'score': 0.37831443548202515}]",realization,0
297,i look at it another way anyone who wants a vaccine can get one for free why i am i required to wear a mask to protect people who have chosen not to get a vaccine if someone cannot help themselves then i have no interest in helping them,vaccination,"[{'label': 'confusion', 'score': 0.8420516848564148}]",confusion,0
298,as part of covid relief and economic stimulus i wish government could tap restauranteurs to make and deliver food to all who need it but cannot pay (as part of the public safety net) restaurants are able to purchase prepare and store food at scale i bet tom colicchio (as an example) could employ and train a lot of prep cooks sous chefs and kitchen help to turn out delicious and healthy food for the entire tristate area special dietary restrictions restaurants have already solved that complexity theres no need for restaurants to go under while people are hungry and food goes to waste one solution could end a triple shame,lockdown,"[{'label': 'desire', 'score': 0.8296191692352295}]",desire,0
299,i am retired physician and immunocompromised mask wearing hand washing and respectable distancing is the cheapest and probably the most effective way of preventionfor me it is my religion and for anyone who wants to spend time with me highest price /earnings ratio ,masking and distancing,"[{'label': 'approval', 'score': 0.6418800354003906}]",approval,0
0,what do you mean that the pandemic has stretched on longer than anyone expected,,"[{'label': 'curiosity', 'score': 0.9920787215232849}]",curiosity,0
1,im not sure if it qualifies as big brother when and if other peoples health is affected,,"[{'label': 'confusion', 'score': 0.9841904044151306}]",confusion,0
2,what if smallpox and polio came roaring back one day would we sit back and lamely let people choose to infect others no we would require vaccinations we should do so for covid as well,vaccination,"[{'label': 'curiosity', 'score': 0.9180696606636047}]",curiosity,0
3,i am continuing to wear a mask even in bed sleeping i keep it on after all a burglar might beak in and who knows if he is been fully vaccinated,vaccination,"[{'label': 'approval', 'score': 0.7076477408409119}]",approval,0
4,although my husband and i really really miss walking to town on a friday night to have dinner and ice cream this summer we agreed its not worth the risk instead i make quesadillas pizza pad thai or chinese at home and we crank up the music candlelight cocktails,masking and distancing,"[{'label': 'approval', 'score': 0.8422186970710754}]",approval,0
5,any indoor work should absolutely require employees to be vaccinated it is not about freedom for people who do not trust the vaccine it for the freedom of those who do,vaccination,"[{'label': 'neutral', 'score': 0.5561257600784302}]",neutral,0
6,unwillingness to stay the course encouraged by trump leading republicans has played a major role in america performing so badly against the #coronavirus,,"[{'label': 'neutral', 'score': 0.4137199819087982}]",neutral,0
7,i believe we are in the eye of the hurricane when it comes to covid and especially the variants the eye wall we are going to hit is all the unvaccinated in the red/white states the storm will be even more vicious but this time the percentage of whites that die will be greater than the percentage of nonwhites,vaccination,"[{'label': 'annoyance', 'score': 0.2783632278442383}]",annoyance,0
8,whether china caused this deliberately or negligently china should be sued in court for damages either way china is liable,,"[{'label': 'neutral', 'score': 0.4109436869621277}]",neutral,0
9,we wont gamble our health at a restaurant anytime soon my hunch is that its those family and friends gettogethers at numerous homes where most of the spread is really happening responsibility is really personal if having that little party is more important to you than the lives of all the people you dont know who may be infected by you or someone who visits you then this epidemic will end up being every bit as deadly as the worst predictions,masking and distancing,"[{'label': 'caring', 'score': 0.3510560989379883}]",caring,0
10,i dont want to be required to work in close proximity to people who are lethal disease vectors,masking and distancing,"[{'label': 'disapproval', 'score': 0.9298484325408936}]",disapproval,0
11,point of order: this reader already knows where saskatchewan is and does not have to be told in which country the province is located,,"[{'label': 'neutral', 'score': 0.9926572442054749}]",neutral,0
12,this is my employer folks not my god while i have had my shots my medical affairs our my business not my employers unless it effects my ability to do my job which it does not my medical affairs are no ones affair but mine or does the right privacy only apply occasionally when it suits the right people ,vaccination,"[{'label': 'curiosity', 'score': 0.6694562435150146}]",curiosity,0
13,once the fda removes the emergency use declaration from the vaccine and fully approves it there is no excuse (other than the rare medical one) that will prevent businesses from requiring vaccination as a condition of employment to not require vaccination puts their other workers and clients at risk of getting infected and is not morally or socially responsible employees who refuse are welcome to find another job it cannot be any simpler,vaccination,"[{'label': 'disapproval', 'score': 0.48803946375846863}]",disapproval,0
14,biden needs to step up and be a leader passing a bill that all who are able must get the vaccine period,vaccination,"[{'label': 'neutral', 'score': 0.9204334616661072}]",neutral,0
15,give them liberty and give them death,,"[{'label': 'neutral', 'score': 0.6287906765937805}]",neutral,0
16,dr jonas salk is rolling over in his grave,,"[{'label': 'neutral', 'score': 0.9891074299812317}]",neutral,0
17,the restaurant industry is in shambles no one came out well in this pandemic,lockdown,"[{'label': 'disappointment', 'score': 0.9257097840309143}]",disappointment,0
18,no thanks the covid industrial complex has run its course time to live life,,"[{'label': 'neutral', 'score': 0.3417423367500305}]",neutral,0
19, percent of nypd is fully vaccinated union will not agree to make it mandatory,vaccination,"[{'label': 'disapproval', 'score': 0.8912829160690308}]",disapproval,0
20,a simple common sense solution: get vaccinated or wear a mask,masking and distancing,"[{'label': 'neutral', 'score': 0.618760347366333}]",neutral,0
21,companies absolutely require vaccination this not only protects the good employees it protects the public in general follow israels leadissue a passport and no passport no entry anywhere,vaccination,"[{'label': 'neutral', 'score': 0.6936289072036743}]",neutral,0
22,"i do not understand the reasoning behind those who do not want to get the vaccine what is the problem it is a health issue and will protect those who get the shots and the people they come in contact with are they being selfish or just being stubborn because they do not like being told what to do even if it is for their own good
please antivaxers explain your position",vaccination,"[{'label': 'confusion', 'score': 0.920209527015686}]",confusion,0
23,the nation wanted to live freely that is what it is about,,"[{'label': 'desire', 'score': 0.42061692476272583}]",desire,0
24,remember the basic evolutionary principle of survival of the fittest this aint over folks especially in the atmosphere of the ascientific nonvaxxers resumption of global travel and a world barely vaccinated nature indeed bats last,vaccination,"[{'label': 'neutral', 'score': 0.7242306470870972}]",neutral,0
